disease_name,search_name,description,symptoms,symptoms_count,image_url,local_image_path
bed bug,Bedbug infestation,"Bed bugs are insects from the genus Cimex, which are parasites that feed on blood, usually at night. Their bites can result in a number of health issues, including skin rashes, psychological effects, and allergic symptoms. Bed bug bites may lead to skin changes ranging from small areas of redness to prominent blisters. Symptoms may take between minutes to days to appear and itchiness is generally present. Some individuals may feel tired or have a fever. Typically, uncovered areas of the body are",none to prominent | blisters | itchiness | [ | 1 | ] | [ | 2 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Bed_bug%2C_Cimex_lectularius.jpg/330px-Bed_bug%2C_Cimex_lectularius.jpg,data/images\Bed_bug.jpg
conjunctivitis,Conjunctivitis,"Conjunctivitis, also known as pink eye, is inflammation of the conjunctiva, the thin and clear layer that covers the white surface of the eye and the inner eyelid. It makes the eye appear pink or reddish. Pain, burning, scratchiness, or itchiness may occur. The affected eye may have increased tears or be stuck shut in the morning. Swelling of the sclera may also occur. Itching is more common in cases that are due to allergies. Conjunctivitis can affect one or both eyes.",reddish eye | scratchiness | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/An_eye_with_viral_conjunctivitis.jpg/330px-An_eye_with_viral_conjunctivitis.jpg,data/images\Conjunctivitis.jpg
keratitis,Keratitis,"Keratitis is a condition in which the eye's cornea, the clear dome on the front surface of the eye, becomes inflamed. The condition is often marked by moderate to intense pain and usually involves any of the following symptoms: pain, impaired eyesight, photophobia, red eye and a 'gritty' sensation. Diagnosis of infectious keratitis is usually made clinically based on the signs and symptoms as well as eye examination, but corneal scrapings may be obtained and evaluated using microbiological cultu",pain,1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Clare-314.jpg/330px-Clare-314.jpg,data/images\Keratitis.jpg
uveitis,Uveitis,"Uveitis is inflammation of the uvea, the pigmented layer of the eye between the inner retina and the outer fibrous layer composed of the sclera and cornea. The uvea consists of the middle layer of pigmented vascular structures of the eye and includes the iris, ciliary body, and choroid. Uveitis is described anatomically, by the part of the eye affected, as anterior, intermediate, or posterior, or panuveitic if all parts are involved. Anterior uveitis (iridocyclitis) is the most common, with the ",eye pain | eye redness | photophobia | increased floaters | blurred vision | loss of vision | or asymptomatic (particularly in children),7,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Keratic_precipitate2.jpg/330px-Keratic_precipitate2.jpg,data/images\Uveitis.jpg
glaucoma,Glaucoma,"Glaucoma is a group of eye diseases that can lead to damage of the optic nerve, which transmits visual information from the eye to the brain. Glaucoma may cause vision loss if left untreated. It has been called the ""silent thief of sight"" because the loss of vision usually occurs slowly over a long period of time. A major risk factor for glaucoma is increased pressure within the eye, known as intraocular pressure (IOP). It is associated with old age, a family history of glaucoma, and certain med",vision loss | eye pain | mid-dilated pupil | redness of the eye | nausea | [ | 1 | ] | [ | 2 | ],11,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Acute_angle_closure_glaucoma.JPG/330px-Acute_angle_closure_glaucoma.JPG,data/images/glaucoma.jpg
cataract,Cataracts,"A cataract is a cloudy area in the lens of the eye that impairs vision. Cataracts often develop slowly and can affect one or both eyes. Symptoms may include faded colours, blurry or double vision, halos around light, trouble with bright lights, and difficulty seeing at night. This may result in difficulty driving, reading and recognizing faces. Poor vision caused by cataracts may also result in an increased risk of falling and depression. In 2020 Cataracts caused 39.6% of all cases of blindness ",faded colors | blurry vision | halos around light | trouble with bright lights | trouble seeing at night | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Cataract_in_human_eye.png/330px-Cataract_in_human_eye.png,data/images\Cataract.jpg
macular degeneration,Macular degeneration,"Macular degeneration, also known as age-related macular degeneration, is a medical condition which may result in blurred or no vision in the center of the visual field. Early on, there are often no symptoms. Some people experience a gradual worsening of vision that may affect one or both eyes. While it does not result in complete blindness, loss of central vision can make it hard to recognize faces, drive, read, or perform other activities of daily life. Visual hallucinations may also occur.",blurred | or | no vision | in the center of the | visual field | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Intermediate_age_related_macular_degeneration.jpg/330px-Intermediate_age_related_macular_degeneration.jpg,data/images/macular_degeneration.jpg
diabetic retinopathy,Diabetic retinopathy,"Diabetic retinopathy is a medical condition in which damage occurs to the retina due to diabetes. It is a leading cause of blindness in developed countries and one of the leading causes of sight loss in the world, even though there are many new therapies and improved treatments for helping people living with diabetes.",often asymptomatic | but can cause | spots in the eye | and vision loss.,4,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Fundus_-_diabetic_retinopathy.png/330px-Fundus_-_diabetic_retinopathy.png,data/images\Diabetic_retinopathy.jpg
retinal detachment,Retinal detachment,"Retinal detachment is a condition where the retina pulls away from the tissue underneath it. It may start in a small area, but without quick treatment, it can spread across the entire retina, leading to serious vision loss and possibly blindness. Retinal detachment is a medical emergency that requires surgery.",vision loss,1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Human_eye_cross_section_detached_retina.svg/330px-Human_eye_cross_section_detached_retina.svg.png,data/images/retinal_detachment.jpg
retinitis pigmentosa,Retinitis pigmentosa,"Retinitis pigmentosa (RP) is a member of a group of genetic disorders called inherited retinal dystrophy (IRD) that cause loss of vision. Symptoms include trouble seeing at night and decreasing peripheral vision. As peripheral vision worsens, people may experience ""tunnel vision"". Complete blindness is uncommon. Onset of symptoms is generally gradual and often begins in childhood.",trouble seeing at night | decreased | peripheral vision | [ | 1 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Fundus_of_patient_with_retinitis_pigmentosa%2C_mid_stage.jpg/330px-Fundus_of_patient_with_retinitis_pigmentosa%2C_mid_stage.jpg,data/images\Retinitis_pigmentosa.jpg
optic neuritis,Optic neuritis,"Optic neuritis (ON) is a debilitating condition that is defined as inflammation of cranial nerve II which results in disruption of the neurologic pathways that allow visual sensory information received by the retina to be able to be transmitted to the visual cortex of the brain. This disorder of the optic nerve may arise through various pathophysiologic mechanisms, such as through demyelination or inflammation, leading to partial or total loss of vision. Optic neuritis may be a result of standal",loss of vision | loss of colour vision | pain worsening on eye movements,3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Optic_Neuritis.png/330px-Optic_Neuritis.png,data/images/optic_neuritis.jpg
optic neuropathy,Optic atrophy,Optic neuropathy is damage to the optic nerve from any cause. The optic nerve is a bundle of millions of fibers in the retina that sends visual signals to the brain.,vision loss | reduced color vision | blurred vision,3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Nervous_and_mental_diseases_%281919%29_%2814758466766%29.jpg/330px-Nervous_and_mental_diseases_%281919%29_%2814758466766%29.jpg,data/images\Optic_neuropathy.jpg
strabismus,Strabismus,"Strabismus is an eye disorder in which the eyes do not properly align with each other when looking at an object. The eye that is pointed at an object can alternate. The condition may be present occasionally or constantly. If present during a large part of childhood, it may result in amblyopia and loss of depth perception. If onset is during adulthood, it is more likely to result in double vision.",nonaligned | eyes | [ | 2 | ],5,,
amblyopia,Amblyopia,"Amblyopia, also called lazy eye, is a disorder of sight in which the brain fails to fully process input from one eye and over time favors the other eye. It results in decreased vision in an eye that typically appears normal in other aspects. Amblyopia is the most common cause of decreased vision in a single eye among children and younger adults.",decreased vision,1,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Child_eyepatch.jpg/330px-Child_eyepatch.jpg,data/images\Amblyopia.jpg
blepharitis,Blepharitis,"Blepharitis, sometimes known as granulated eyelids, is one of the most common ocular conditions characterized by inflammation, scaling, reddening, and crusting of the eyelid. This condition may also cause swelling, burning, itching, or a grainy sensation when introducing foreign objects or substances to the eye. Although blepharitis by itself is not sight-threatening, it can lead to permanent alterations of the eyelid margin. The primary cause is bacteria and inflammation from congested meibomia",crusty eyelids,1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Infant_with_blepharitis_on_the_right_side.jpg/330px-Infant_with_blepharitis_on_the_right_side.jpg,data/images/blepharitis.jpg
chalazion,Chalazion,"A chalazion or meibomian cyst is not a cyst but a granuloma in the eyelid that results from a blocked meibomian gland. It typically occurs in the middle of the eyelid, is red, and is not painful. They tend to develop gradually over a few weeks.",red | is not painful | cyst | in middle of the | eyelid | [ | 2 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Hordeolum.JPG/330px-Hordeolum.JPG,data/images/chalazion.jpg
stye,Hordeolum,"A stye, also known as a hordeolum, is a bacterial infection of an oil gland in the eyelid. This results in a red tender bump at the edge of the eyelid. The outside or the inside of the eyelid can be affected.",[ | 1 | ],3,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Stye02.jpg/330px-Stye02.jpg,data/images\Stye.jpg
dacryocystitis,Dacryocystitis,"Dacryocystitis is an infection of the lacrimal sac, secondary to obstruction of the nasolacrimal duct at the junction of the lacrimal sac. The term derives from Greek  dákryon 'tear';  cysta 'sac' and  -itis 'inflammation'. It causes pain, redness, and swelling over the inner aspect of the lower eyelid and epiphora. When nasolacrimal duct obstruction is secondary to a congenital barrier it is referred to as dacryocystocele. It is most commonly caused by Staphylococcus aureus and Streptococcus pn",pain | swelling,2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Dacryocystitis2017.png/330px-Dacryocystitis2017.png,data/images/dacryocystitis.jpg
dry eye syndrome,Dry eye syndrome,"Dry eye disease (DED), also known as keratoconjunctivitis sicca, is the condition of having dry eyes. The term dry eye syndrome was formerly used, but is now avoided following advances that have established it as a distinct disease entity.",dry eyes | irritation | redness | discharge | blurred vision | [ | 2 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/LG3-LRG.jpg/330px-LG3-LRG.jpg,data/images/dry_eye_syndrome.jpg
corneal ulcer,Corneal ulcer,"Corneal ulcer, often resulting from keratitis is an inflammatory or, more seriously, infective condition of the cornea involving disruption of its epithelial layer with involvement of the corneal stroma. It is a common condition in humans particularly in the tropics and in farming. In developing countries, children afflicted by vitamin A deficiency are at high risk for corneal ulcer and may become blind in both eyes persisting throughout life. In ophthalmology, a corneal ulcer usually refers to ",pain | photophobia | blurry vision,3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Corneal_Ulcer.png/330px-Corneal_Ulcer.png,data/images\Corneal_ulcer.jpg
scleritis,Scleritis,"Scleritis is a serious inflammatory disease that affects the white outer coating of the eye, known as the sclera. The disease is often contracted through association with other diseases of the body, such as granulomatosis with polyangiitis or rheumatoid arthritis. There are three types of scleritis: diffuse scleritis, nodular scleritis, and necrotizing scleritis. Scleritis may be the first symptom of onset of connective tissue disease.",eye redness | pain | photophobia | tearing | decrease in visual acuity,5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Scleritis.png/330px-Scleritis.png,data/images\Scleritis.jpg
episcleritis,Episcleritis,"Episcleritis is a benign, self-limiting inflammatory disease affecting part of the eye called the episclera. The episclera is a thin layer of tissue that lies between the conjunctiva and the connective tissue layer that forms the white of the eye (sclera). Episcleritis is a common condition, and is characterized by the abrupt onset of painless eye redness.",photophobia | hot/prickly/gritty sensation in eye | [ | 1 | ] | eye redness | without pain | watery eyes,8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Episcleritiseye.jpg/330px-Episcleritiseye.jpg,data/images/episcleritis.jpg
color blindness,Color blindness,"Color blindness or color vision deficiency (CVD) is the decreased ability to see color, differences in color, or distinguish shades of color. The severity of color blindness ranges from mostly unnoticeable to full absence of color perception.",decreased ability to | see colors | [ | 2 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Ishihara_9.svg/330px-Ishihara_9.svg.png,data/images\Color_blindness.jpg
otitis media,Otitis media,"Otitis media is a group of inflammatory diseases of the middle ear. One of the two main types is acute otitis media (AOM), an infection of rapid onset that usually presents with ear pain. In young children, this may result in pulling at the ear, increased crying, and poor sleep. Decreased eating and a fever may also be present.",ear pain | fever | hearing loss | [ | 1 | ] | [ | 2 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Otitis_media_entdifferenziert2.jpg/330px-Otitis_media_entdifferenziert2.jpg,data/images/otitis_media.jpg
otitis externa,Otitis externa,"Otitis externa, also called swimmer's ear, is inflammation of the ear canal. It often presents with ear pain, swelling of the ear canal, and occasionally decreased hearing. Typically there is pain with movement of the outer ear. A high fever is typically not present except in severe cases.",ear pain | swelling of the ear canal | decreased hearing | [ | 2 | ] | difficulty chewing,7,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/OSC_Microbio_21_02_folliculit_%28cropped%29.jpg/330px-OSC_Microbio_21_02_folliculit_%28cropped%29.jpg,data/images/otitis_externa.jpg
otosclerosis,Otosclerosis,"Otosclerosis is a condition of the middle and inner ear where portions of the dense enchondral layer of the bony labyrinth remodel into one or more lesions of irregularly-laid spongy bone. As the lesions reach the stapes the bone is resorbed, then hardened (sclerotized), which limits its movement and results in hearing loss, tinnitus, vertigo or a combination of these. The term otosclerosis is something of a misnomer: much of the clinical course is characterized by lucent rather than sclerotic b",hearing loss,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Gray919.png/330px-Gray919.png,data/images\Otosclerosis.jpg
tinnitus,Tinnitus,"Tinnitus is a condition when a person hears a ringing sound or a different variety of sounds when no corresponding external sound is present and that other people cannot hear. The word tinnitus comes from the Latin tinnire, ""to ring"".",hearing sound when no external sound is present | [ | 1 | ],4,,
sensorineural hearing loss,Sensorineural hearing loss,"Sensorineural hearing loss (SNHL) is a type of hearing loss in which the root cause lies in the inner ear, sensory organ, or the vestibulocochlear nerve. SNHL accounts for about 90% of reported hearing loss. SNHL is usually permanent and can be mild, moderate, severe, profound, or total. However, if the loss happened suddenly, immediate treatment is needed, Prednisone and other treatments may reverse the loss. Various other descriptors can be used depending on the shape of the audiogram, such as",hearing loss,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Cochlea-crosssection.svg/330px-Cochlea-crosssection.svg.png,data/images\Sensorineural_hearing_loss.jpg
conductive hearing loss,Conductive hearing loss,"Conductive hearing loss (CHL) is a type of hearing impairment that occurs when sound waves are unable to efficiently travel through the outer ear, tympanic membrane (eardrum), or middle ear structures such as the ossicles. 
This blockage or dysfunction prevents sound from being effectively conducted to the inner ear, resulting in reduced hearing ability. Common causes include ear infections, fluid in the middle ear, earwax buildup, damage to the eardrum, or abnormalities in the ossicles.",hearing loss,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Ear-anatomy-text-small-en.svg/330px-Ear-anatomy-text-small-en.svg.png,data/images\Conductive_hearing_loss.jpg
vestibular schwannoma,Acoustic neuroma,"A vestibular schwannoma (VS), also called acoustic neuroma, is a benign tumor that develops on the vestibulocochlear nerve that passes from the inner ear to the brain. The tumor originates when Schwann cells that form the insulating myelin sheath on the nerve malfunction. Normally, Schwann cells function beneficially to protect the nerves which transmit balance and sound information to the brain. However, sometimes a mutation in the tumor suppressor gene, NF2, located on chromosome 22, results i",gradual hearing loss | dizziness | tinnitus,3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Blausen_0010_AcousticNeuroma_Tumor.png/330px-Blausen_0010_AcousticNeuroma_Tumor.png,data/images\Vestibular_schwannoma.jpg
labyrinthitis,Labyrinthitis,"Labyrinthitis is inflammation of the labyrinth, a maze of fluid-filled channels in the inner ear. Vestibular neuritis is inflammation of the vestibular nerve. Both conditions involve inflammation of the inner ear. Labyrinths that house the vestibular system sense changes in the head's position or the head's motion. Inflammation of these inner ear parts results in a vertigo and also possible hearing loss or tinnitus. It can occur as a single attack, a series of attacks, or a persistent condition ",hearing loss,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Right_osseous_labyrinth_svg_hariadhi.svg/330px-Right_osseous_labyrinth_svg_hariadhi.svg.png,data/images\Labyrinthitis.jpg
nosebleed,Epistaxis,"A nosebleed, also known medically as epistaxis, is bleeding from the nasal cavity caused by rupture of small blood vessels in the nasal mucosa. Most cases are minor and stop spontaneously with simple first-aid or medical care. In some cases, blood may flow down into the stomach, and cause nausea and vomiting. In more severe cases, blood may come out of both nostrils. Rarely, bleeding may be so significant that low blood pressure occurs. Blood may also be forced to flow up and through the nasolac",bleeding from the nose | [ | 1 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Young_child_with_nosebleed%2C_smiling_cropped.jpg/330px-Young_child_with_nosebleed%2C_smiling_cropped.jpg,data/images\Nosebleed.jpg
nasal polyp,Nasal polyps,"Nasal polyps are noncancerous growths within the nose or sinuses. Symptoms include trouble breathing through the nose, loss of smell, decreased taste, post nasal drip, and a runny nose. The growths are sac-like, movable, and non-tender, though face pain may occasionally occur. They typically occur in both nostrils in those who are affected. Complications may include sinusitis and broadening of the nose.",trouble breathing through the nose | loss of smell | decreased taste | post nasal drip | runny nose | facial pressure | nasal congestion | [ | 1 | ],10,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Polype_nasal.jpg/330px-Polype_nasal.jpg,data/images\Nasal_polyp.jpg
tonsillitis,Tonsillitis,"Tonsillitis is inflammation of the tonsils in the upper part of the throat. It can be acute or chronic. Acute tonsillitis typically has a rapid onset. Symptoms may include sore throat, fever, enlargement of the tonsils, trouble swallowing, and enlarged lymph nodes around the neck. Complications include peritonsillar abscess (quinsy).",sore throat | fever | enlargement of the tonsils | trouble swallowing | large lymph nodes | around the neck | [ | 1 | ] | [ | 2 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Pos_strep.JPG/330px-Pos_strep.JPG,data/images\Tonsillitis.jpg
peritonsillar abscess,Peritonsillar abscess,"A peritonsillar abscess (PTA), also known as a quinsy, is an accumulation of pus due to an infection behind the tonsil. Symptoms include fever, throat pain, trouble opening the mouth, and a change to the voice. Pain is usually worse on one side. Complications may include blockage of the airway or aspiration pneumonitis.",fever | throat pain | trouble opening the mouth | change to the voice | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/PeritonsilarAbsess.jpg/330px-PeritonsilarAbsess.jpg,data/images\Peritonsillar_abscess.jpg
vocal cord paresis,Vocal cord paralysis,"Vocal cord paresis, also known as recurrent laryngeal nerve paralysis or vocal fold paralysis, is an injury to one or both recurrent laryngeal nerves (RLNs), which control all intrinsic muscles of the larynx except for the cricothyroid muscle. The RLN is important for speaking, breathing and swallowing.",paralysis,1,,
globus pharyngeus,Globus sensation,"Globus pharyngeus is the persistent but painless sensation of having a pill, food bolus, or some other sort of obstruction in the throat when there is none. Swallowing is typically performed normally, so it is not a true case of dysphagia, but it can become quite irritating. It is common, with 22–45% of people experiencing it at least once in their lifetime.",pain,1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Depiction_of_a_person_suffering_from_Globus_Pharyngis.png/330px-Depiction_of_a_person_suffering_from_Globus_Pharyngis.png,data/images\Globus_pharyngeus.jpg
temporomandibular joint dysfunction,Temporomandibular joint disorder,"Temporomandibular joint dysfunction is an umbrella term for a spectrum of disorders relating to pain and dysfunction of the muscles of mastication and the temporomandibular joints. The major common presenting symptoms are pain, alterations in the range of mandibular movement, and/or noises from the temporomandibular joints (TMJ) during function. Although TMD is not life-threatening, it can be detrimental to quality of life, especially in the form of chronic pain.",pain,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Gray309-en.svg/330px-Gray309-en.svg.png,data/images\Temporomandibular_joint_dysfunction.jpg
dysmenorrhea,Dysmenorrhea,"Dysmenorrhea, also known as period pain, painful periods or menstrual cramps, is pain during menstruation. Its usual onset occurs around the time that menstruation begins. Symptoms typically last less than three days. The pain is usually in the pelvis or lower abdomen. Other symptoms may include back pain, diarrhea or nausea.",pain | during first few days of | menstruation | diarrhea | nausea | [ | 1 | ] | [ | 2 | ],11,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/MenstrualCycle_gen.svg/330px-MenstrualCycle_gen.svg.png,data/images\Dysmenorrhea.jpg
heavy menstrual bleeding,Menorrhagia,"Heavy menstrual bleeding (HMB), previously known as menorrhagia or hematomunia, is a menstrual period with excessively heavy flow. It is a type of abnormal uterine bleeding (AUB).",bleeding more than usual,1,,
premenstrual syndrome,Premenstrual syndrome,"Premenstrual syndrome (PMS) is a disruptive set of emotional and physical symptoms that regularly occur in the one to two weeks before the start of each menstrual period. Symptoms resolve around the time menstrual bleeding begins. Symptoms vary, though commonly include one or more physical, emotional, or behavioral symptoms, that resolve with menses. The range of symptoms is wide, and most commonly are breast tenderness, bloating, headache, mood swings, depression, anxiety, anger, and irritabili",fatigue | irritability | and other mood changes | tender breasts | abdominal bloating | [ | 1 | ],8,,
premenstrual dysphoric disorder,Premenstrual dysphoric disorder,"Premenstrual dysphoric disorder (PMDD) is a mood disorder characterized by emotional, cognitive, and physical symptoms. PMDD can cause significant distress and impairment during the luteal phase of the menstrual cycle. Symptoms typically improve within a few days after the onset of menses, and are minimal or absent in the week after menses. PMDD has a profound impact on an individual's quality of life and dramatically increases the risk of suicidal ideation and even suicide attempts. Many women ",dysphoria | severe mood swings | depression | irritability | agitation | uneasiness | change in appetite | severe fatigue | anxiety | anger insomnia/hypersomnia | breast tenderness | decreased interest in usual social activities | reduced interest in sexual activity | difficulty in concentration,14,,
polycystic ovary syndrome,Polycystic ovary syndrome,"Polycystic ovary syndrome (PCOS) is the most common hormonal disorder in women of reproductive age. The name comes from the observation of small follicles that often appear on the ovaries, but not everyone with PCOS has these follicles, and they are not the cause of the condition.",irregular | menstrual periods | heavy periods | excess hair | acne | difficulty getting pregnant | patches of thick | darker | velvety skin | [ | 3 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Polycystic_Ovaries.jpg/330px-Polycystic_Ovaries.jpg,data/images\Polycystic_ovary_syndrome.jpg
endometriosis,Endometriosis,"Endometriosis is a disease in which tissue similar to the endometrium—the lining of the uterus (womb)—grows elsewhere in the body. The tissue most often grows close to the uterus, such as on the ovaries, fallopian tubes, or the lining of the pelvis. It can also appear on the bowel, bladder, and in some cases on the lungs or skin.",pelvic pain | infertility | painful periods,3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/202503_Endometriosis_with_annotation.svg/330px-202503_Endometriosis_with_annotation.svg.png,data/images\Endometriosis.jpg
uterine fibroid,Uterine fibroids,"Uterine fibroids, also known as uterine leiomyomas, fibromyoma or fibroids, are benign smooth muscle tumors of the uterus, part of the female reproductive system. Most women with fibroids have no symptoms, while others may have painful or heavy menstrual bleeding. If large enough, they may push on the bladder, causing a frequent need to urinate. They may also cause pain during penetrative sex or lower back pain. Someone can have one uterine fibroid or many. It is uncommon but possible that fibro",painful | or | heavy periods | [ | 1 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Uterine_Fibroids.png/330px-Uterine_Fibroids.png,data/images/uterine_fibroid.jpg
pelvic inflammatory disease,Pelvic inflammatory disease,"Pelvic inflammatory disease (PID), also known as pelvic inflammatory disorder, is an infection of the upper part of the female reproductive system, mainly the uterus, fallopian tubes, and ovaries, and inside of the pelvis. Often, there may be no symptoms. Signs and symptoms, when present, may include lower abdominal pain, vaginal discharge, fever, burning with urination, pain with sex, bleeding after sex, or irregular menstruation. Untreated PID can result in long-term complications including in",lower abdominal pain | vaginal discharge | fever | burning with urination | pain with sex | irregular menstruation | [ | 1 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Blausen_0732_PID-Sites.png/330px-Blausen_0732_PID-Sites.png,data/images\Pelvic_inflammatory_disease.jpg
ovarian cyst,Ovarian cyst,"An ovarian cyst is a fluid-filled sac within the ovary. They usually cause no symptoms, but occasionally they may produce bloating, lower abdominal pain, or lower back pain. The majority of cysts are harmless. If the cyst either breaks open or causes twisting of the ovary, it may cause severe pain. This may result in vomiting or feeling faint, and even cause headaches.",none | bloating | lower abdominal pain | lower back pain | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Benign_Ovarian_Cyst.jpg/330px-Benign_Ovarian_Cyst.jpg,data/images\Ovarian_cyst.jpg
ovarian torsion,Ovarian torsion,"Ovarian torsion (OT) or adnexal torsion is an abnormal condition where an ovary twists on its attachment to other structures, such that blood flow is decreased. Symptoms typically include pelvic pain on one side. While classically the pain is sudden in onset, this is not always the case. Other symptoms may include nausea. Complications may include infection, bleeding, or infertility.",pelvic pain | [ | 2 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Ovarian_torsion_with_hemmorhage_svg_hariadhi.svg/330px-Ovarian_torsion_with_hemmorhage_svg_hariadhi.svg.png,data/images/ovarian_torsion.jpg
ectopic pregnancy,Ectopic pregnancy,"Ectopic pregnancy is a complication of pregnancy in which the embryo attaches outside the uterus. This complication has also been referred to as an extrauterine pregnancy. Signs and symptoms classically include abdominal pain and vaginal bleeding, but fewer than 50 percent of affected women have both of these symptoms. The pain may be described as sharp, dull, or crampy. Pain may also spread to the shoulder if bleeding into the abdomen has occurred. Severe bleeding may result in a fast heart rat",abdominal pain | vaginal bleeding | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Ectopic_pregnancy_on_laparoscopy.png/330px-Ectopic_pregnancy_on_laparoscopy.png,data/images\Ectopic_pregnancy.jpg
miscarriage,Miscarriage,"Miscarriage, also known in medical terms as a spontaneous abortion, is an end to pregnancy resulting in the loss and expulsion of an embryo or fetus from the womb before it can survive independently. Miscarriage before six weeks of gestation is defined as biochemical loss by ESHRE. Once ultrasound or histological evidence shows that a pregnancy has existed, the term used is clinical miscarriage, which can be ""early"" or ""late"". Spontaneous fetal termination after 20 weeks of gestation is known as",vaginal bleeding | with or without pain | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/e/e3/Anembryonic_gestation.jpg,data/images\Miscarriage.jpg
pre-eclampsia,Preeclampsia,"Pre-eclampsia is a multi-system disorder specific to pregnancy, characterized by the new onset of high blood pressure and often a significant amount of protein in the urine (proteinuria) or by the new onset of high blood pressure along with significant end-organ damage, with or without the proteinuria. When it arises, the condition begins after 20 weeks of pregnancy. In severe cases of the disease there may be red blood cell breakdown, a low blood platelet count, impaired liver function, kidney ",high blood pressure | protein in the urine | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Hypertrophic_decidual_vasculopathy_high_mag.jpg/330px-Hypertrophic_decidual_vasculopathy_high_mag.jpg,data/images\Pre-eclampsia.jpg
eclampsia,Eclampsia,"Eclampsia is the onset of seizures (convulsions) in a pregnant woman with pre-eclampsia. Pre-eclampsia is a hypertensive disorder of pregnancy that presents with three main features: new onset of high blood pressure, large amounts of protein in the urine or other organ dysfunction, and edema. If left untreated, pre-eclampsia can result in long-term consequences for the pregnant woman, namely increased risk of cardiovascular diseases and associated complications. In more severe cases, it may be f",seizures | high blood pressure | [ | 1 | ],5,,
placenta praevia,Placenta previa,"In placenta praevia, the placenta attaches inside the uterus in a position that partially or completely covers the cervical opening. Symptoms include vaginal bleeding in the second half of pregnancy. The bleeding is bright red and tends not to be associated with pain. Complications may include placenta accreta, dangerously low blood pressure, or bleeding after delivery. Complications for the baby may include fetal growth restriction.",bright red | vaginal bleeding | without pain | [ | 1 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Placta_prv.jpg/330px-Placta_prv.jpg,data/images\Placenta_praevia.jpg
